"id_2026","redizo","kkov","zamereni","typ","nazev","obec","stav","id_2025_potvrzene","overil","zdroj_overeni","poznamka"
"600171256_64-41-L/51","600171256","64-41-L/51","","NAS","Hotelová škola","Frenštát pod Radhoštěm","chybi_presna_shoda","","","",""
"600171256_65-42-M/01","600171256","65-42-M/01","","SOS","Hotelová škola","Frenštát pod Radhoštěm","chybi_presna_shoda","","","",""
"600171256_65-42-M/02","600171256","65-42-M/02","","SOS","Hotelová škola","Frenštát pod Radhoštěm","chybi_presna_shoda","","","",""
"600171272_64-41-L/51_Podnikani","600171272","64-41-L/51","Podnikání","NAS","Hotelová škola, Ostrava, příspěvková organizace","Ostrava","chybi_presna_shoda","","","",""
"600171299_34-56-L/01_MULTIMEDIALNI_TECHNIK_FOTOGRAF","600171299","34-56-L/01","MULTIMEDIÁLNÍ TECHNIK – FOTOGRAF","SOU","Střední škola služeb a podnikání","Ostrava","chybi_presna_shoda","","","",""
"600171299_63-41-M/01_MANAGEMENT_OBCHODNICH_FIREM_A_SPORTOVNICH_KLUBU","600171299","63-41-M/01","MANAGEMENT OBCHODNÍCH FIREM A SPORTOVNÍCH KLUBŮ","SOS","Střední škola služeb a podnikání","Ostrava","chybi_presna_shoda","","","",""
"600171299_64-41-L/51_Podnikani_denni","600171299","64-41-L/51","Podnikání - denní ","NAS","Střední škola služeb a podnikání","Ostrava","chybi_presna_shoda","","","",""
"600171299_69-41-L/01_KOSMETICKE_SLUZBY","600171299","69-41-L/01","KOSMETICKÉ SLUŽBY","SOU","Střední škola služeb a podnikání","Ostrava","chybi_presna_shoda","","","",""
"600171299_69-41-L/02_69_53_H_01_Rekondicni_a_sportovni_maser","600171299","69-41-L/02","69-53-H/01 Rekondiční a sportovní masér","SOU","Střední škola služeb a podnikání","Ostrava","chybi_presna_shoda","","","",""
"600171302_23-62-L/01_Jemny_mechanik","600171302","23-62-L/01","Jemný mechanik","SOU","Střední škola elektrotechnická","Ostrava","chybi_presna_shoda","","","",""
"600171302_26-41-L/01_Elektrikar","600171302","26-41-L/01","Elektrikář","SOU","Střední škola elektrotechnická","Ostrava","chybi_presna_shoda","","","",""
"600171302_26-41-L/52","600171302","26-41-L/52","","NAS","Střední škola elektrotechnická","Ostrava","chybi_presna_shoda","","","",""
"600171311_26-41-L/01_Elektromechanik_pro_zarizeni_a_pristroje","600171311","26-41-L/01","Elektromechanik pro zařízení a přístroje","SOU","Střední škola technická a dopravní","Ostrava","chybi_presna_shoda","","","",""
"600171311_39-41-L/51","600171311","39-41-L/51","","NAS","Střední škola technická a dopravní","Ostrava","chybi_presna_shoda","","","",""
"600171337_18-20-M/01_Programovani_a_pocitacove_systemy","600171337","18-20-M/01","Programování a počítačové systémy","SOS","Střední škola elektrotechnická","Lipník nad Bečvou","chybi_presna_shoda","","","",""
"600171337_26-41-L/01_Silnoproud_slaboproud_a_energetika","600171337","26-41-L/01","Silnoproud, slaboproud a energetika","SOU","Střední škola elektrotechnická","Lipník nad Bečvou","chybi_presna_shoda","","","",""
"600171337_26-41-M/01_Programovani_automatizace_a_robotika","600171337","26-41-M/01","Programování, automatizace a robotika","SOS","Střední škola elektrotechnická","Lipník nad Bečvou","chybi_presna_shoda","","","",""
"600171361_64-41-L/51","600171361","64-41-L/51","","NAS","Střední škola gastronomie a služeb","Přerov","chybi_presna_shoda","","","",""
"600171388_23-44-L/01_v_kombinaci_s_oborem_23_51_H_01_Strojni_mechanik","600171388","23-44-L/01","v kombinaci s oborem 23-51-H/01 Strojní mechanik","SOU","Střední škola řemesel","Šumperk","chybi_presna_shoda","","","",""
"600171388_26-41-L/52_Elektrotechnik_pro_robotiku_a_automatizaci","600171388","26-41-L/52","Elektrotechnik pro robotiku a automatizaci","NAS","Střední škola řemesel","Šumperk","chybi_presna_shoda","","","",""
"600171388_64-41-L/51","600171388","64-41-L/51","","NAS","Střední škola řemesel","Šumperk","chybi_presna_shoda","","","",""
"600171388_66-41-L/01_v_kombinaci_s_oborem_66_51_H_01_Prodavac","600171388","66-41-L/01","v kombinaci s oborem 66-51-H/01 Prodavač","SOU","Střední škola řemesel","Šumperk","chybi_presna_shoda","","","",""
"600171400_64-41-L/51","600171400","64-41-L/51","","NAS","ISŠ Valašské Meziříčí","Valašské Meziříčí","chybi_presna_shoda","","","",""
"600171400_78-42-M/05","600171400","78-42-M/05","","LYC","ISŠ Valašské Meziříčí","Valašské Meziříčí","chybi_presna_shoda","","","",""
"600171531_63-41-M/01_Obchodni_ekonomicka_a_personalni_cinnost","600171531","63-41-M/01","Obchodní, ekonomická a personální činnost","SOS","Střední škola F. D. Roosevelta","Brno","chybi_presna_shoda","","","",""
"600171710_79-42-K/41_Hazena_divky","600171710","79-42-K/41","Házená - dívky","GY4","Gymnázium","Praha","chybi_presna_shoda","","","",""
"600171728_79-41-K/41_vseobecne_s_rozsirenou_vyukou_telesne_vychovy","600171728","79-41-K/41","všeobecné/s rozšířenou výukou tělesné výchovy","GY4","Sportovní gymnázium","Kladno","chybi_presna_shoda","","","",""
"600171728_79-41-K/81_s_rozsirenou_vyukou_telesne_vychovy","600171728","79-41-K/81","s rozšířenou výukou tělesné výchovy","GY8","Sportovní gymnázium","Kladno","chybi_presna_shoda","","","",""
"600171744_79-42-K/41_cyklistika","600171744","79-42-K/41","cyklistika","GY4","Gymnázium Dr. A. Randy, přísp. org.","Jablonec nad Nisou","chybi_presna_shoda","","","",""
"600171744_79-42-K/41_skikros","600171744","79-42-K/41","skikros","GY4","Gymnázium Dr. A. Randy, přísp. org.","Jablonec nad Nisou","chybi_presna_shoda","","","",""
"600171744_79-42-K/41_volejbal_divky","600171744","79-42-K/41","volejbal - dívky","GY4","Gymnázium Dr. A. Randy, přísp. org.","Jablonec nad Nisou","chybi_presna_shoda","","","",""
"600171779_75-41-M/01","600171779","75-41-M/01","","SOS","Vyšší odborná škola a střední škola","Boskovice","chybi_presna_shoda","","","",""
"600171833_26-41-L/01","600171833","26-41-L/01","","SOU","SOŠ a SOU Lanškroun","Lanškroun","chybi_presna_shoda","","","",""
"600171841_18-20-M/01","600171841","18-20-M/01","","SOS","Střední průmyslová škola","Jedovnice","chybi_presna_shoda","","","",""
"600171841_23-41-M/01","600171841","23-41-M/01","","SOS","Střední průmyslová škola","Jedovnice","chybi_presna_shoda","","","",""
"600171850_39-41-L/51","600171850","39-41-L/51","","NAS","ISŠ automobilní","Brno","chybi_presna_shoda","","","",""
"600171868_64-41-L/51","600171868","64-41-L/51","","NAS","Střední škola technická","Opava","chybi_presna_shoda","","","",""
"610100530_39-41-L/01_39_41_L_01","610100530","39-41-L/01","39-41-L/01","SOU","Střední průmyslová škola dopravní","Plzeň","chybi_presna_shoda","","","",""
"610100530_64-41-L/51","610100530","64-41-L/51","","NAS","Střední průmyslová škola dopravní","Plzeň","chybi_presna_shoda","","","",""
"610100581_18-20-M/01_komercni_praxe","610100581","18-20-M/01","komerční praxe","SOS","Střední odborné učiliště elektrotech.","Plzeň","chybi_presna_shoda","","","",""
"610100581_26-41-L/01_elektronicka_zarizeni_uc_obor_26_51_H_01_Elektrikar","610100581","26-41-L/01","elektronická zařízení, uč. obor 26-51-H/01 Elektrikář","SOU","Střední odborné učiliště elektrotech.","Plzeň","chybi_presna_shoda","","","",""
"610100581_26-41-L/01_informacni_technologie_uc_obor_26_51_H_01_Elektrikar","610100581","26-41-L/01","informační technologie, uč. obor 26-51-H/01 Elektrikář","SOU","Střední odborné učiliště elektrotech.","Plzeň","chybi_presna_shoda","","","",""
"610100581_26-41-L/01_silnoprouda_zarizeni_uc_obor_26_51_H_02_Elektrikar_silnoproud","610100581","26-41-L/01","silnoproudá zařízení, uč. obor 26-51-H/02 Elektrikář silnoproud","SOU","Střední odborné učiliště elektrotech.","Plzeň","chybi_presna_shoda","","","",""
"610100581_26-41-L/52","610100581","26-41-L/52","","NAS","Střední odborné učiliště elektrotech.","Plzeň","chybi_presna_shoda","","","",""
"610100581_39-41-L/02_Uc_obor_Elektrikar_silnoproud","610100581","39-41-L/02","Uč. obor Elektrikář silnoproud","SOU","Střední odborné učiliště elektrotech.","Plzeň","chybi_presna_shoda","","","",""
"610100645_26-41-M/01_mechatronika_robotika","610100645","26-41-M/01","mechatronika - robotika","SOS","SPŠ strojnická a SOŠ profesora Švejcara","Plzeň","chybi_presna_shoda","","","",""
"610100645_63-41-M/01_ve_strojirenstvi","610100645","63-41-M/01","ve strojírenství","SOS","SPŠ strojnická a SOŠ profesora Švejcara","Plzeň","chybi_presna_shoda","","","",""
"610150375_23-43-L/51","610150375","23-43-L/51","","NAS","SOŠ a SOU","Roudnice nad Labem","chybi_presna_shoda","","","",""
"610150375_39-41-L/51","610150375","39-41-L/51","","NAS","SOŠ a SOU","Roudnice nad Labem","chybi_presna_shoda","","","",""
"610200381_18-20-M/01_elektronicke_pocitacove_systemy","610200381","18-20-M/01","elektronické počítačové systémy","SOS","Střední průmyslová škola","Trutnov","chybi_presna_shoda","","","",""
"610200381_18-20-M/01_informatika_a_management","610200381","18-20-M/01","informatika a management","SOS","Střední průmyslová škola","Trutnov","chybi_presna_shoda","","","",""
"610200381_26-41-M/01_slaboprouda_elektrotechnika","610200381","26-41-M/01","slaboproudá elektrotechnika","SOS","Střední průmyslová škola","Trutnov","chybi_presna_shoda","","","",""
"610250451_64-41-L/51","610250451","64-41-L/51","","NAS","Bráfova akademie, SŠ a JazŠ","Třebíč","chybi_presna_shoda","","","",""
"610250523_64-41-L/51","610250523","64-41-L/51","","NAS","Střední odborná škola","Nové Město na Moravě","chybi_presna_shoda","","","",""
"610250833_23-45-L/01","610250833","23-45-L/01","","SOU","Střední odborná škola Jana Tiraye","Velká Bíteš","chybi_presna_shoda","","","",""
"610300580_23-41-M/01","610300580","23-41-M/01","","SOS","SOŠ průmyslová a SOU strojírenské","Prostějov","chybi_presna_shoda","","","",""
"610300580_36-47-M/01","610300580","36-47-M/01","","SOS","SOŠ průmyslová a SOU strojírenské","Prostějov","chybi_presna_shoda","","","",""
"610380061_79-41-K/81_Le_chajim_maskilim","610380061","79-41-K/81","Le-chajim maskilim","GY8","Lauderova MŠ,ZŠ a gymnázium při Žid.obci","Praha","chybi_presna_shoda","","","",""
"610450620_78-42-M/02","610450620","78-42-M/02","","LYC","SOŠ a SOU","Neratovice","chybi_presna_shoda","","","",""
"610451049_23-45-M/01","610451049","23-45-M/01","","SOS","SOŠ a SOU","Mladá Boleslav","chybi_presna_shoda","","","",""
"610451049_39-08-M/01","610451049","39-08-M/01","","SOS","SOŠ a SOU","Mladá Boleslav","chybi_presna_shoda","","","",""
"610451049_64-41-L/51","610451049","64-41-L/51","","NAS","SOŠ a SOU","Mladá Boleslav","chybi_presna_shoda","","","",""
"610451049_68-43-M/01","610451049","68-43-M/01","","SOS","SOŠ a SOU","Mladá Boleslav","chybi_presna_shoda","","","",""
"610451219_79-41-K/81_vseobecne","610451219","79-41-K/81","všeobecné ","GY8","Masarykovo klasické gymnázium, s.r.o.","Říčany","chybi_presna_shoda","","","",""
"650004639_79-41-K/81","650004639","79-41-K/81","","GY8","Německá škola v Praze s.r.o.-zahr.šk.,ZŠ a gymnáz.","Praha","chybi_presna_shoda","","","",""
"650068955_79-41-K/81","650068955","79-41-K/81","","GY8","OPEN GATE - gymnázium a ZŠ, s.r.o.","Babice","chybi_presna_shoda","","","",""
"650069021_23-45-L/01_L0_H_Obrabec_kovu","650069021","23-45-L/01","L0 + H - Obráběč kovů","SOU","VÍTKOVICKÁ SPŠ","Ostrava","chybi_presna_shoda","","","",""
"650069021_26-41-L/01_L0_H_Elektrikar_slaboproud","650069021","26-41-L/01","L0 + H Elektrikář - slaboproud","SOU","VÍTKOVICKÁ SPŠ","Ostrava","chybi_presna_shoda","","","",""
"650071484_79-41-K/41_Skola_pro_zivot_vseobecne","650071484","79-41-K/41","Škola pro život - všeobecné","GY4","Gymnázium","Velké Pavlovice","chybi_presna_shoda","","","",""
"650071484_79-41-K/81_Skola_pro_zivot_vseobecne","650071484","79-41-K/81","Škola pro život - všeobecné","GY8","Gymnázium","Velké Pavlovice","chybi_presna_shoda","","","",""
"650075684_78-42-M/06","650075684","78-42-M/06","","LYC","Střední škola - Waldorfské lyceum","Praha","chybi_presna_shoda","","","",""
"651012988_64-41-L/51","651012988","64-41-L/51","","NAS","Střední škola živnostenská Sokolov","Sokolov","chybi_presna_shoda","","","",""
"651012988_69-41-L/01","651012988","69-41-L/01","","SOU","Střední škola živnostenská Sokolov","Sokolov","chybi_presna_shoda","","","",""
"651012988_72-41-M/01","651012988","72-41-M/01","","SOS","Střední škola živnostenská Sokolov","Sokolov","chybi_presna_shoda","","","",""
"651014646_68-42-M/01","651014646","68-42-M/01","","SOS","TRIVIS-Střední škola veřejnoprávní s.r.o","Třebechovice pod Orebem","chybi_presna_shoda","","","",""
"651016029_68-42-L/51","651016029","68-42-L/51","","NAS","SOŠ a SOU, Kaplice, Pohorská 86","Kaplice","chybi_presna_shoda","","","",""
"651017459_18-20-M/01_Pocitacova_grafika_audio_video_tvorba_a_produkcni_tisk","651017459","18-20-M/01","Počítačová grafika, audio-video tvorba a produkční tisk","SOS","Střední škola - Podorlické vzděl.centrum","Dobruška","chybi_presna_shoda","","","",""
"651017459_18-20-M/01_Programovani_vyvoj_aplikaci_a_robotika","651017459","18-20-M/01","Programování, vývoj aplikací a robotika","SOS","Střední škola - Podorlické vzděl.centrum","Dobruška","chybi_presna_shoda","","","",""
"651017459_23-44-L/01","651017459","23-44-L/01","","SOU","Střední škola - Podorlické vzděl.centrum","Dobruška","chybi_presna_shoda","","","",""
"651023572_63-41-M/01","651023572","63-41-M/01","","SOS","SŠ obch.,služeb a řemes. a JŠ s práv.SJZ","Tábor","chybi_presna_shoda","","","",""
"651023572_64-41-L/51","651023572","64-41-L/51","","NAS","SŠ obch.,služeb a řemes. a JŠ s práv.SJZ","Tábor","chybi_presna_shoda","","","",""
"651023572_65-42-M/01","651023572","65-42-M/01","","SOS","SŠ obch.,služeb a řemes. a JŠ s práv.SJZ","Tábor","chybi_presna_shoda","","","",""
"651023572_72-41-M/01","651023572","72-41-M/01","","SOS","SŠ obch.,služeb a řemes. a JŠ s práv.SJZ","Tábor","chybi_presna_shoda","","","",""
"651027888_68-43-M/01_Pripraven_na_uspesny_a_spokojeny_zivot","651027888","68-43-M/01","Připraven na úspěšný a spokojený život","SOS","Manažerská akademie, soukromá SŠ","Beroun","chybi_presna_shoda","","","",""
"651028922_79-41-K/41_vseobecne_cesky_program","651028922","79-41-K/41","všeobecné - český program","GY4","1. Slovanské gymnázium a jazyková škola","Praha","chybi_presna_shoda","","","",""
"651028922_79-41-K/41_vseobecne_vybrane_predmety_v_anglickem_jazyce","651028922","79-41-K/41","všeobecné - vybrané předměty v anglickém jazyce","GY4","1. Slovanské gymnázium a jazyková škola","Praha","chybi_presna_shoda","","","",""
"651033772_16-01-M/01_Vodohospodar","651033772","16-01-M/01","Vodohospodář","SOS","SŠ zemědělská a VOŠ","Chrudim","chybi_presna_shoda","","","",""
"651036232_68-42-M/01","651036232","68-42-M/01","","SOS","TRIVIS - SŠ veřejnopráv. a VOŠ bezp. SD","Jihlava","chybi_presna_shoda","","","",""
"651040370_79-41-K/41","651040370","79-41-K/41","","GY4","Královské gymnázium Petrovice s.r.o.","Praha","chybi_presna_shoda","","","",""
"651040370_79-41-K/81","651040370","79-41-K/81","","GY8","Královské gymnázium Petrovice s.r.o.","Praha","chybi_presna_shoda","","","",""
"680000011_68-42-L/01_Bezpecnostni_pracovnik_Praha","680000011","68-42-L/01","Bezpečnostní pracovník, Praha","SOU","Vyšší polic.škola a Střed.polic.škola MV","Praha","chybi_presna_shoda","","","",""
"680000011_68-42-L/01_Bezpecnostni_pracovnik_Sokolov","680000011","68-42-L/01","Bezpečnostní pracovník, Sokolov","SOU","Vyšší polic.škola a Střed.polic.škola MV","Praha","chybi_presna_shoda","","","",""
"680000062_39-08-M/01_Pozarni_ochrana","680000062","39-08-M/01","Požární ochrana","SOS","SOŠ požár. ochrany a VOŠ požár. ochrany","Frýdek-Místek","chybi_presna_shoda","","","",""
"690000014_23-41-M/01_specialista_vzdusnych_sil_pobocka_Sokolov","690000014","23-41-M/01","specialista vzdušných sil - pobočka Sokolov","SOS","Vojenská SŠ a VOŠ Ministerstva obrany","Moravská Třebová","chybi_presna_shoda","","","",""
"691000107_23-41-M/01","691000107","23-41-M/01","","SOS","VOŠ a SPŠ","Rychnov nad Kněžnou","chybi_presna_shoda","","","",""
"691000107_39-41-L/01_Autoelektrikar","691000107","39-41-L/01","(Autoelektrikář)","SOU","VOŠ a SPŠ","Rychnov nad Kněžnou","chybi_presna_shoda","","","",""
"691000549_79-41-K/41_vseobecne_s_rozvojem_charakteru","691000549","79-41-K/41","všeobecné s rozvojem charakteru","GY4","Gymnázium, ZŠ a MŠ Parentes","Praha","chybi_presna_shoda","","","",""
"691000565_79-41-K/41_4lete_gymnazium","691000565","79-41-K/41","4leté gymnázium","GY4","Gymnázium, ZŠ a MŠ Hello s.r.o.","Ostrava","chybi_presna_shoda","","","",""
"691000662_23-44-L/01_Mechanik_stroju_a_zarizeni_s_3D_modelovanim","691000662","23-44-L/01","Mechanik strojů a zařízení s 3D modelováním","SOU","Střední průmyslová škola Třineckých železáren","Třinec","chybi_presna_shoda","","","",""
"691001111_63-41-M/01_specializace_jazykova_a_odborna","691001111","63-41-M/01","specializace jazyková a odborná","SOS","Anglo - německá obchodní akademie a.s.","Praha","chybi_presna_shoda","","","",""
"691001111_63-41-M/01_specializace_sportovni","691001111","63-41-M/01","specializace sportovní","SOS","Anglo - německá obchodní akademie a.s.","Praha","chybi_presna_shoda","","","",""
"691002932_64-41-L/51","691002932","64-41-L/51","","NAS","SŠ hotelnictví a služeb a VOŠ","Opava","chybi_presna_shoda","","","",""
"691003009_79-41-K/81_Gymnazium","691003009","79-41-K/81","Gymnázium","GY8","Gymnázium a grafická SOŠ Přelouč","Přelouč","chybi_presna_shoda","","","",""
"691003050_79-41-K/41","691003050","79-41-K/41","","GY4","MŠ, ZŠ a gymnázium sv. Augustina","Praha","chybi_presna_shoda","","","",""
"691003807_23-41-M/01","691003807","23-41-M/01","","SOS","VOŠ, SPŠ a SOŠ řemesel a služeb","Strakonice","chybi_presna_shoda","","","",""
"691003807_34-42-M/01","691003807","34-42-M/01","","SOS","VOŠ, SPŠ a SOŠ řemesel a služeb","Strakonice","chybi_presna_shoda","","","",""
"691003807_64-41-L/51","691003807","64-41-L/51","","NAS","VOŠ, SPŠ a SOŠ řemesel a služeb","Strakonice","chybi_presna_shoda","","","",""
"691003921_29-41-L/51","691003921","29-41-L/51","","NAS","Střední odborná škola Říčany s.r.o.","Říčany","chybi_presna_shoda","","","",""
"691004048_75-31-M/01","691004048","75-31-M/01","","SOS","SŠ Sion High School","Hradec Králové","kolize_katalogu","","","",""
"691005265_78-42-M/01_Lyceum_21_stoleti_Informacni_a_digitalni_technologie","691005265","78-42-M/01","Lyceum 21. století - Informační a digitální technologie","LYC","MŠ Montessori Beroun, ZŠ a SŠ s.r.o.","Králův Dvůr","chybi_presna_shoda","","","",""
"691005265_78-42-M/05_Lyceum_21_stoleti_Propojujeme_prirodni_a_digitalni_svet","691005265","78-42-M/05","Lyceum 21. století - Propojujeme přírodní a digitální svět","LYC","MŠ Montessori Beroun, ZŠ a SŠ s.r.o.","Králův Dvůr","chybi_presna_shoda","","","",""
"691005559_26-41-L/52","691005559","26-41-L/52","","NAS","SPŠ elektrotechnická a VOŠ","Pardubice","chybi_presna_shoda","","","",""
"691005648_78-42-M/06","691005648","78-42-M/06","","LYC","Waldorfská ZŠ a SŠ Dobromysl z.ú.","Plzeň","chybi_presna_shoda","","","",""
"691006270_79-41-K/41_SRaZ_v_Jezkovi_Seberizene_vzdelavani_s_moznosti_profilace_v_oblasti_umelecke_seberozvojove_ci_IT","691006270","79-41-K/41","SRaZ v Ježkovi - Sebeřízené vzdělávání s možností profilace v oblasti umělecké, seberozvojové či IT","GY4","Základní škola a gymnázium","Brno","chybi_presna_shoda","","","",""
"691007144_79-41-K/41","691007144","79-41-K/41","","GY4","Technické gymnázium, ZŠ a MŠ VŠTE s.r.o.","České Budějovice","chybi_presna_shoda","","","",""
"691008426_78-42-M/03","691008426","78-42-M/03","","LYC","Heřmánek Praha, ZŠ, gymnázium a střední ped. škola","Praha","chybi_presna_shoda","","","",""
"691008426_79-41-K/41","691008426","79-41-K/41","","GY4","Heřmánek Praha, ZŠ, gymnázium a střední ped. škola","Praha","chybi_presna_shoda","","","",""
"691008914_23-41-M/01_mechatronika_CAD_CAM","691008914","23-41-M/01","mechatronika, CAD/CAM","SOS","Střední prům. škola TOS VARNSDORF s.r.o.","Varnsdorf","chybi_presna_shoda","","","",""
"691008914_23-45-L/01_23_56_H_01_Obrabec_kovu","691008914","23-45-L/01","23-56-H/01 Obráběč kovů","SOU","Střední prům. škola TOS VARNSDORF s.r.o.","Varnsdorf","chybi_presna_shoda","","","",""
"691008914_26-41-L/01_26_52_H_01_Elektromechanik_pro_zarizeni_a_pristroje","691008914","26-41-L/01","26-52-H/01 Elektromechanik pro zařízení a přístroje","SOU","Střední prům. škola TOS VARNSDORF s.r.o.","Varnsdorf","chybi_presna_shoda","","","",""
"691009201_79-41-K/41_vseobecne_gymnazium","691009201","79-41-K/41","všeobecné gymnázium","GY4","Střední škola a základní škola","Sulice","chybi_presna_shoda","","","",""
"691009465_41-41-M/01_Agropodnikani","691009465","41-41-M/01","Agropodnikání","SOS","Soukromá střední škola zemědělská s.r.o.","Pozďatín","chybi_presna_shoda","","","",""
"691009627_79-41-K/41","691009627","79-41-K/41","","GY4","LABYRINTH - gymnázium a ZŠ, s.r.o.","Brno","chybi_presna_shoda","","","",""
"691010366_53-41-M/03_Ostrava","691010366","53-41-M/03","Ostrava","SOS","AGEL SZdzrŠ a VOŠ zdravotnická s.r.o.","Ostrava","chybi_presna_shoda","","","",""
"691010366_53-43-M/01","691010366","53-43-M/01","","SOS","AGEL SZdzrŠ a VOŠ zdravotnická s.r.o.","Ostrava","chybi_presna_shoda","","","",""
"691010366_78-42-M/04","691010366","78-42-M/04","","LYC","AGEL SZdzrŠ a VOŠ zdravotnická s.r.o.","Ostrava","chybi_presna_shoda","","","",""
"691012105_41-44-L/51","691012105","41-44-L/51","","NAS","Střední odborná škola sv. Jana Boska","Kroměříž","chybi_presna_shoda","","","",""
"691012105_41-45-L/51","691012105","41-45-L/51","","NAS","Střední odborná škola sv. Jana Boska","Kroměříž","chybi_presna_shoda","","","",""
"691012342_79-41-K/41_pouze_online_vyuka_a_expedice","691012342","79-41-K/41","pouze online výuka a expedice","GY4","ScioŠkola Žižkov - střední škola, s.r.o.","Praha","chybi_presna_shoda","","","",""
"691012431_64-41-L/51_Podnikani","691012431","64-41-L/51","Podnikání","NAS","Střední prům. škola Otty Wichterleho","Hronov","chybi_presna_shoda","","","",""
"691012440_65-41-L/51","691012440","65-41-L/51","","NAS","SŠ hotelnictví, řemesel a gastronomie","Trutnov","chybi_presna_shoda","","","",""
"691012458_79-41-K/41","691012458","79-41-K/41","","GY4","Zem. akademie a Gymn. Hořice - SŠ a VOŠ","Hořice","chybi_presna_shoda","","","",""
"691013489_79-41-K/41","691013489","79-41-K/41","","GY4","1. IT Gymnázium, s.r.o.","Praha","chybi_presna_shoda","","","",""
"691013802_78-42-M/06","691013802","78-42-M/06","","LYC","Základní škola a Střední škola CoLibri","Tišnov","chybi_presna_shoda","","","",""
"691015163_79-41-K/41_Bosonohy_Pro_svet_ktery_prijde","691015163","79-41-K/41","Bosonohy - Pro svět, který přijde","GY4","ScioŠkola Brno Medlánky - SŠ, s.r.o.","Brno","chybi_presna_shoda","","","",""
"691015163_79-41-K/41_Medlanky_Zivot_ve_svych_rukou","691015163","79-41-K/41","Medlánky - Život ve svých rukou","GY4","ScioŠkola Brno Medlánky - SŠ, s.r.o.","Brno","chybi_presna_shoda","","","",""
"691015341_66-43-M/01","691015341","66-43-M/01","","SOS","Střední škola knižní kultury s.r.o.","Praha","chybi_presna_shoda","","","",""
"691015554_79-41-K/41","691015554","79-41-K/41","","GY4","Gymnázium Thomase Manna, z. ú.","Praha","chybi_presna_shoda","","","",""
"691015554_79-41-K/81","691015554","79-41-K/81","","GY8","Gymnázium Thomase Manna, z. ú.","Praha","chybi_presna_shoda","","","",""
"691016551_65-41-L/51_Gastronomie_Cesta_k_profesionalite","691016551","65-41-L/51","Gastronomie-Cesta k profesionalitě","NAS","SŠ systémové gastronomie s.r.o.","Praha","chybi_presna_shoda","","","",""
"691016640_78-42-M/08","691016640","78-42-M/08","","LYC","Digital Academy - Obch. akademie, s.r.o.","Kutná Hora","chybi_presna_shoda","","","",""
"691017832_79-41-K/41_vseobecne_zamereni","691017832","79-41-K/41","všeobecné zaměření","GY4","School for Future – gymnázium s.r.o.","Praha","chybi_presna_shoda","","","",""
"691017981_78-42-M/02","691017981","78-42-M/02","","LYC","GAELY","Praha","chybi_presna_shoda","","","",""
"691018634_78-42-M/06","691018634","78-42-M/06","","LYC","Střední škola Montessori lyceum Ostrava","Ostrava","chybi_presna_shoda","","","",""
"691018707_79-42-K/41_atletika_79_42_K_41","691018707","79-42-K/41","atletika 79-42-K/41 ","GY4","Gymnázium se sportovní přípravou Šeberov","Praha","chybi_presna_shoda","","","",""
"691018707_79-42-K/41_basketbal_79_42_K_41","691018707","79-42-K/41","basketbal 79-42-K/41 ","GY4","Gymnázium se sportovní přípravou Šeberov","Praha","chybi_presna_shoda","","","",""
"691018707_79-42-K/41_fotbal_79_42_K_41","691018707","79-42-K/41","fotbal 79-42-K/41 ","GY4","Gymnázium se sportovní přípravou Šeberov","Praha","chybi_presna_shoda","","","",""
"691018707_79-42-K/41_hazena_79_42_K_41","691018707","79-42-K/41","házená 79-42-K/41 ","GY4","Gymnázium se sportovní přípravou Šeberov","Praha","chybi_presna_shoda","","","",""
"691018707_79-42-K/41_hokej_79_42_K_41","691018707","79-42-K/41","hokej 79-42-K/41 ","GY4","Gymnázium se sportovní přípravou Šeberov","Praha","chybi_presna_shoda","","","",""
"691018707_79-42-K/41_plavani_79_42_K_41","691018707","79-42-K/41","plavání  79-42-K/41 ","GY4","Gymnázium se sportovní přípravou Šeberov","Praha","chybi_presna_shoda","","","",""
"691018707_79-42-K/41_rugby_79_42_K_41","691018707","79-42-K/41","rugby  79-42-K/41 ","GY4","Gymnázium se sportovní přípravou Šeberov","Praha","chybi_presna_shoda","","","",""
"691018707_79-42-K/41_triatlon_79_42_K_41","691018707","79-42-K/41","triatlon  79-42-K/41 ","GY4","Gymnázium se sportovní přípravou Šeberov","Praha","chybi_presna_shoda","","","",""
"691018715_75-31-M/01_Univerzitni_priprava_v_pedagogice_psychologii_a_modernich_metodach_uceni","691018715","75-31-M/01","Univerzitní příprava v pedagogice, psychologii a moderních metodách učení","SOS","ERUNI, univerzitní střední pedagogická škola Brno","Brno","chybi_presna_shoda","","","",""
"691018731_79-41-K/41_Univerzitni_akademicke_vyzkumne_gymnazium","691018731","79-41-K/41","Univerzitní akademické výzkumné gymnázium","GY4","ERUNI, univerzitní gymnázium Brno, s.r.o.","Brno","chybi_presna_shoda","","","",""
"691018791_79-41-K/41","691018791","79-41-K/41","","GY4","PED Academy gymnázium, s.r.o.","Praha","chybi_presna_shoda","","","",""
"691018839_23-44-L/01_Technik_robotickych_a_vyrobnich_systemu_23_51_H_01","691018839","23-44-L/01","Technik robotických a výrobních systémů, 23-51-H/01","SOU","Střední škola Akademie AGROSTROJ, s.r.o.","Pelhřimov","chybi_presna_shoda","","","",""
"691018871_78-42-M/01","691018871","78-42-M/01","","LYC","První technické lyceum Nová Paka – SŠ s.r.o.","Nová Paka","chybi_presna_shoda","","","",""
